BookingCode;BookingDate;FlightDate;FlightNumber;BookedSeats;RevenueActualFare;Ancillary Revenue,,
PNR23638;07.04.2023 00:00;08.04.2023;EW7593;1;130;34,,
PNR23639;07.04.2023 00:00;12.04.2023;EW6892;2;250;25,,
PNR23640;07.04.2023 00:00;11.04.2023;EW598;2;110;102,,
PNR23641;07.04.2023 00:00;11.04.2023;EW7515;1;176;56,,
PNR23642;07.04.2023 00:00;07.04.2023;EW6893;2;780;60,,
PNR23642;07.04.2023 00:00;10.04.2023;EW583;2;585;60,,
PNR23643;07.04.2023 00:00;09.04.2023;EW8590;1;125;48,,
PNR23644;07.04.2023 00:00;10.04.2023;EW8592;3;285;156,,
PNR23645;07.04.2023 00:00;08.04.2023;EW8591;3;435;156,,
PNR23646;07.04.2023 00:00;09.04.2023;EW2584;3;462;82,,
PNR23647;07.04.2023 00:00;08.04.2023;EW588;1;105;63,,
PNR23648;07.04.2023 00:00;12.04.2023;EW9578;2;40;58,,
PNR23649;07.04.2023 00:00;08.04.2023;EW580;1;145;22,,
PNR23650;07.04.2023 00:00;11.04.2023;EW598;1;55;51,,
PNR23651;07.04.2023 00:00;12.04.2023;EW9578;1;40;23,,
PNR23652;07.04.2023 00:00;12.04.2023;EW6899;1;30;64,,
PNR23653;07.04.2023 00:00;09.04.2023;EW9503;1;85;26,,
PNR23654;07.04.2023 00:00;11.04.2023;EW9580;2;130;96,,
PNR23655;07.04.2023 00:00;09.04.2023;EW9592;3;266;32,,
PNR23656;07.04.2023 00:00;07.04.2023;EW2594;1;300;47,,
PNR23657;07.04.2023 00:00;11.04.2023;EW2592;2;171;111,,
PNR23658;07.04.2023 00:00;10.04.2023;EW9574;2;150;196,,
PNR23659;07.04.2023 00:00;11.04.2023;EW9584;1;65;26,,
PNR23660;07.04.2023 00:00;07.04.2023;EW9587;1;55;46,,
PNR23661;07.04.2023 00:00;08.04.2023;EW2544;2;204;21,,
PNR23662;07.04.2023 00:00;12.04.2023;EW2596;1;65;51,,
PNR23663;07.04.2023 00:00;09.04.2023;EW252;1;85;144,,
PNR23664;07.04.2023 00:00;08.04.2023;EW9549;1;125;54,,
PNR23665;07.04.2023 00:00;12.04.2023;EW7266;1;105;25,,
PNR23666;07.04.2023 00:00;10.04.2023;EW242;3;320;224,,
PNR23667;07.04.2023 00:00;10.04.2023;EW268;1;185;14,,
PNR23668;07.04.2023 00:00;08.04.2023;EW8181;2;540;88,,
PNR23669;07.04.2023 00:00;12.04.2023;EW2534;1;95;54,,
PNR23670;07.04.2023 00:00;08.04.2023;EW8180;2;460;101,,
PNR23671;07.04.2023 00:00;09.04.2023;EW8291;1;360;26,,
PNR23672;07.04.2023 00:00;12.04.2023;EW253;3;1036;188,,
PNR23673;07.04.2023 00:00;08.04.2023;EW2930;1;175;68,,
PNR23673;07.04.2023 00:00;11.04.2023;EW2931;1;205;68,,
PNR23674;07.04.2023 00:00;08.04.2023;EW252;1;165;14,,
PNR23675;07.04.2023 00:00;08.04.2023;EW9549;1;125;26,,
PNR23676;07.04.2023 00:00;08.04.2023;EW8181;1;270;44,,
PNR23677;07.04.2023 00:00;12.04.2023;EW8186;1;85;54,,
PNR23678;07.04.2023 00:00;08.04.2023;EW9548;5;814;305,,
PNR23679;07.04.2023 00:00;10.04.2023;EW8180;1;160;44,,
PNR23680;07.04.2023 00:00;07.04.2023;EW9559;2;410;50,,
PNR23681;07.04.2023 00:00;08.04.2023;EW7532;1;135;67,,
PNR23682;07.04.2023 00:00;09.04.2023;EW253;2;522;28,,
PNR23683;07.04.2023 00:00;12.04.2023;EW8186;2;170;104,,
PNR23684;07.04.2023 00:00;08.04.2023;EW252;2;290;132,,
PNR23685;07.04.2023 00:00;09.04.2023;EW2246;2;540;42,,
PNR23686;07.04.2023 00:00;10.04.2023;EW8180;1;160;44,,
PNR23687;07.04.2023 00:00;10.04.2023;EW8180;1;160;50,,
PNR23688;07.04.2023 00:00;08.04.2023;EW9560;1;125;70,,
PNR23689;07.04.2023 00:00;08.04.2023;EW7266;4;551;28,,
PNR23689;07.04.2023 00:00;10.04.2023;EW7267;4;1102;28,,
PNR23690;07.04.2023 00:00;12.04.2023;EW252;2;210;100,,
PNR23691;07.04.2023 00:00;09.04.2023;EW252;1;85;50,,
PNR23692;07.04.2023 00:00;09.04.2023;EW2262;1;105;47,,
PNR23693;07.04.2023 00:00;09.04.2023;EW9543;3;300;80,,
PNR23694;07.04.2023 00:00;12.04.2023;EW269;1;290;68,,
PNR23695;07.04.2023 00:00;08.04.2023;EW9441;2;220;36,,
PNR23696;07.04.2023 00:00;08.04.2023;EW9441;2;220;112,,
PNR23697;07.04.2023 00:00;07.04.2023;EW2521;1;105;24,,
PNR23698;07.04.2023 00:00;12.04.2023;EW2536;1;90;60,,
PNR23699;07.04.2023 00:00;09.04.2023;EW2530;2;260;118,,
PNR23700;07.04.2023 00:00;10.04.2023;EW2520;1;125;55,,
PNR23701;07.04.2023 00:00;09.04.2023;EW9445;1;170;47,,
PNR23702;07.04.2023 00:00;11.04.2023;EW9536;4;504;142,,
PNR23703;07.04.2023 00:00;09.04.2023;EW2530;1;130;50,,
PNR23704;07.04.2023 00:00;09.04.2023;EW2536;2;670;100,,
PNR23705;07.04.2023 00:00;09.04.2023;EW2536;1;245;50,,
PNR23706;07.04.2023 00:00;12.04.2023;EW2529;2;290;94,,
PNR23707;07.04.2023 00:00;09.04.2023;EW7536;2;500;110,,
PNR23708;07.04.2023 00:00;10.04.2023;EW9536;2;340;80,,
PNR23709;07.04.2023 00:00;11.04.2023;EW7531;1;165;40,,
PNR23710;07.04.2023 00:00;11.04.2023;EW7531;3;462;109,,
PNR23711;07.04.2023 00:00;12.04.2023;EW9442;2;160;26,,
PNR23712;07.04.2023 00:00;09.04.2023;EW2530;1;130;50,,
PNR23713;07.04.2023 00:00;12.04.2023;EW9530;1;80;66,,
PNR23714;07.04.2023 00:00;09.04.2023;EW858;2;261;79,,
PNR23715;07.04.2023 00:00;09.04.2023;EW9442;1;130;26,,
PNR23716;07.04.2023 00:00;09.04.2023;EW9533;1;130;27,,
PNR23717;07.04.2023 00:00;11.04.2023;EW7530;1;125;46,,
PNR23718;07.04.2023 00:00;09.04.2023;EW7520;1;31;70,,
PNR23719;07.04.2023 00:00;08.04.2023;EW7531;1;105;15,,
PNR23720;07.04.2023 00:00;08.04.2023;EW527;2;420;208,,
PNR23721;07.04.2023 00:00;11.04.2023;EW7540;1;105;22,,
PNR23722;07.04.2023 00:00;10.04.2023;EW2531;2;380;54,,
PNR23723;07.04.2023 00:00;12.04.2023;EW7520;1;130;55,,
PNR23724;07.04.2023 00:00;09.04.2023;EW2537;1;245;25,,
PNR23725;07.04.2023 00:00;09.04.2023;EW9533;1;130;40,,
PNR23726;07.04.2023 00:00;09.04.2023;EW2525;3;325;56,,
PNR23727;07.04.2023 00:00;08.04.2023;EW9441;4;396;26,,
PNR23728;07.04.2023 00:00;08.04.2023;EW9530;2;260;104,,
PNR23729;07.04.2023 00:00;08.04.2023;EW9441;2;220;94,,
PNR23730;07.04.2023 00:00;10.04.2023;EW2536;2;410;50,,
PNR23731;07.04.2023 00:00;11.04.2023;EW9536;2;240;100,,
PNR23732;07.04.2023 00:00;09.04.2023;EW9533;1;150;53,,
PNR23733;07.04.2023 00:00;07.04.2023;EW8537;1;170;25,,
PNR23734;07.04.2023 00:00;08.04.2023;EW9534;1;254;0,,
PNR23735;07.04.2023 00:00;11.04.2023;EW9536;2;240;125,,
PNR23736;07.04.2023 00:00;11.04.2023;EW858;1;85;44,,
PNR23737;07.04.2023 00:00;09.04.2023;EW9535;6;1470;300,,
PNR23738;07.04.2023 00:00;11.04.2023;EW9443;1;215;26,,
PNR23739;07.04.2023 00:00;12.04.2023;EW9534;1;100;52,,
PNR23740;07.04.2023 00:00;09.04.2023;EW9538;1;130;27,,
PNR23741;07.04.2023 00:00;10.04.2023;EW9530;2;260;31,,
PNR23742;07.04.2023 00:00;08.04.2023;EW9441;2;220;94,,
PNR23743;07.04.2023 00:00;11.04.2023;EW7541;1;205;44,,
PNR23744;07.04.2023 00:00;09.04.2023;EW2531;2;198;29,,
PNR23745;07.04.2023 00:00;11.04.2023;EW9538;1;215;50,,
PNR23746;07.04.2023 00:00;11.04.2023;EW9536;2;280;100,,
PNR23747;07.04.2023 00:00;11.04.2023;EW9536;1;140;25,,
PNR23748;07.04.2023 00:00;11.04.2023;EW7530;1;125;52,,
PNR23749;07.04.2023 00:00;10.04.2023;EW9442;1;150;56,,
PNR23750;07.04.2023 00:00;12.04.2023;EW9530;1;80;53,,
PNR23751;07.04.2023 00:00;11.04.2023;EW9442;1;90;47,,
PNR23752;07.04.2023 00:00;08.04.2023;EW9534;1;285;63,,
PNR23753;07.04.2023 00:00;07.04.2023;EW9535;1;120;60,,
PNR23754;07.04.2023 00:00;12.04.2023;EW9444;3;240;141,,
PNR23755;07.04.2023 00:00;11.04.2023;EW7541;3;690;95,,
PNR23756;07.04.2023 00:00;09.04.2023;EW9538;4;468;218,,
PNR23757;07.04.2023 00:00;07.04.2023;EW7520;3;510;225,,
PNR23758;07.04.2023 00:00;10.04.2023;EW9442;1;143;7,,
PNR23759;07.04.2023 00:00;08.04.2023;EW8592;1;210;31,,
PNR23760;07.04.2023 00:00;08.04.2023;EW580;4;450;104,,
PNR23761;07.04.2023 00:00;09.04.2023;EW9590;5;437;52,,
PNR23762;07.04.2023 00:00;08.04.2023;EW9576;5;840;126,,
PNR23763;07.04.2023 00:00;09.04.2023;EW7588;3;555;181,,
PNR23764;07.04.2023 00:00;09.04.2023;EW580;2;80;70,,
PNR23765;07.04.2023 00:00;09.04.2023;EW9578;1;75;21,,
PNR23766;07.04.2023 00:00;10.04.2023;EW8592;6;630;78,,
PNR23767;07.04.2023 00:00;08.04.2023;EW9588;2;420;110,,
PNR23767;07.04.2023 00:00;12.04.2023;EW9587;2;500;82,,
PNR23768;07.04.2023 00:00;08.04.2023;EW590;2;290;100,,
PNR23769;07.04.2023 00:00;10.04.2023;EW8592;1;95;21,,
PNR23770;07.04.2023 00:00;12.04.2023;EW9585;1;250;25,,
PNR23771;07.04.2023 00:00;09.04.2023;EW7590;3;450;26,,
PNR23772;07.04.2023 00:00;09.04.2023;EW597;2;290;52,,
PNR23773;07.04.2023 00:00;08.04.2023;EW7590;1;215;21,,
PNR23774;07.04.2023 00:00;11.04.2023;EW7590;3;555;129,,
PNR23775;07.04.2023 00:00;09.04.2023;EW9584;4;380;84,,
PNR23776;07.04.2023 00:00;07.04.2023;EW587;1;65;25,,
PNR23777;07.04.2023 00:00;09.04.2023;EW9500;2;190;76,,
PNR23778;07.04.2023 00:00;09.04.2023;EW2584;1;165;21,,
PNR23779;07.04.2023 00:00;08.04.2023;EW9592;2;213;42,,
PNR23780;07.04.2023 00:00;12.04.2023;EW9578;2;80;26,,
PNR23781;07.04.2023 00:00;07.04.2023;EW589;1;40;21,,
PNR23782;07.04.2023 00:00;12.04.2023;EW2594;3;182;100,,
PNR23783;07.04.2023 00:00;10.04.2023;EW9576;2;130;100,,
PNR23784;07.04.2023 00:00;09.04.2023;EW8592;2;290;70,,
PNR23785;07.04.2023 00:00;12.04.2023;EW6892;1;125;31,,
PNR23786;07.04.2023 00:00;12.04.2023;EW9575;2;500;80,,
PNR23787;07.04.2023 00:00;12.04.2023;EW2596;3;182;56,,
PNR23788;07.04.2023 00:00;11.04.2023;EW7514;1;75;26,,
PNR23789;07.04.2023 00:00;08.04.2023;EW8592;2;420;100,,
PNR23790;07.04.2023 00:00;09.04.2023;EW2583;1;96;26,,
PNR23791;07.04.2023 00:00;10.04.2023;EW9580;2;150;53,,
PNR23792;07.04.2023 00:00;09.04.2023;EW2586;2;330;26,,
PNR23793;07.04.2023 00:00;08.04.2023;EW2262;2;560;170,,
PNR23794;07.04.2023 00:00;08.04.2023;EW9558;4;465;154,,
PNR23795;07.04.2023 00:00;10.04.2023;EW7524;2;200;26,,
PNR23796;07.04.2023 00:00;09.04.2023;EW2534;2;270;100,,
PNR23797;07.04.2023 00:00;08.04.2023;EW9560;1;125;55,,
PNR23798;07.04.2023 00:00;09.04.2023;EW2534;3;405;78,,
PNR23799;07.04.2023 00:00;12.04.2023;EW8186;2;170;88,,
PNR23800;07.04.2023 00:00;08.04.2023;EW9560;1;125;26,,
PNR23801;07.04.2023 00:00;12.04.2023;EW9558;1;65;21,,
PNR23802;07.04.2023 00:00;10.04.2023;EW9543;1;510;275,,
PNR23803;07.04.2023 00:00;12.04.2023;EW9558;2;130;26,,
PNR23804;07.04.2023 00:00;08.04.2023;EW9537;1;110;15,,
PNR23805;07.04.2023 00:00;11.04.2023;EW8536;2;300;35,,
PNR23806;07.04.2023 00:00;09.04.2023;EW8536;2;370;49,,
PNR23807;07.04.2023 00:00;12.04.2023;EW2528;1;85;21,,
PNR23808;07.04.2023 00:00;09.04.2023;EW9442;1;130;32,,
PNR23809;07.04.2023 00:00;09.04.2023;EW2524;2;290;26,,
PNR23809;07.04.2023 00:00;12.04.2023;EW2529;2;290;26,,
PNR23810;07.04.2023 00:00;12.04.2023;EW9538;1;170;26,,
PNR23811;07.04.2023 00:00;08.04.2023;EW9441;1;100;26,,
PNR23812;07.04.2023 00:00;07.04.2023;EW9535;1;120;15,,
PNR23813;07.04.2023 00:00;08.04.2023;EW9441;2;180;40,,
PNR23814;07.04.2023 00:00;09.04.2023;EW2530;2;260;26,,
PNR23815;07.04.2023 00:00;08.04.2023;EW7530;1;125;76,,
PNR23816;07.04.2023 00:00;08.04.2023;EW9536;1;335;40,,
PNR23817;07.04.2023 00:00;09.04.2023;EW2536;2;490;50,,
PNR23818;07.04.2023 00:00;09.04.2023;EW2525;1;113;23,,
PNR23819;07.04.2023 00:00;11.04.2023;EW9444;1;130;48,,
PNR23820;07.04.2023 00:00;08.04.2023;EW7531;1;105;23,,
PNR23821;07.04.2023 00:00;07.04.2023;EW8537;1;170;15,,
PNR23822;07.04.2023 00:00;09.04.2023;EW7536;2;500;70,,
PNR23823;07.04.2023 00:00;09.04.2023;EW7537;1;290;36,,
PNR23824;07.04.2023 00:00;11.04.2023;EW2520;2;210;100,,
PNR23825;08.04.2023 00:00;12.04.2023;EW2596;2;130;32,,
PNR23826;08.04.2023 00:00;08.04.2023;EW9582;1;191;10,,
PNR23827;08.04.2023 00:00;10.04.2023;EW592;3;315;94,,
PNR23828;08.04.2023 00:00;10.04.2023;EW592;1;105;66,,
PNR23829;08.04.2023 00:00;11.04.2023;EW9580;2;130;96,,
PNR23830;08.04.2023 00:00;09.04.2023;EW578;2;190;192,,
PNR23831;08.04.2023 00:00;09.04.2023;EW2582;4;800;58,,
PNR23832;08.04.2023 00:00;12.04.2023;EW9594;1;40;63,,
PNR23833;08.04.2023 00:00;10.04.2023;EW582;7;589;229,,
PNR23834;08.04.2023 00:00;09.04.2023;EW8593;1;105;15,,
PNR23835;08.04.2023 00:00;09.04.2023;EW7588;1;185;50,,
PNR23836;08.04.2023 00:00;12.04.2023;EW7588;1;150;39,,
PNR23837;08.04.2023 00:00;08.04.2023;EW8591;1;145;10,,
PNR23838;08.04.2023 00:00;09.04.2023;EW9593;1;210;22,,
PNR23839;08.04.2023 00:00;08.04.2023;EW9586;4;1476;25,,
PNR23840;08.04.2023 00:00;11.04.2023;EW6892;1;210;10,,
PNR23841;08.04.2023 00:00;09.04.2023;EW7514;6;660;42,,
PNR23842;08.04.2023 00:00;11.04.2023;EW7514;2;150;117,,
PNR23843;08.04.2023 00:00;11.04.2023;EW9582;2;130;26,,
PNR23844;08.04.2023 00:00;09.04.2023;EW6893;1;95;25,,
PNR23845;08.04.2023 00:00;10.04.2023;EW7590;2;370;22,,
PNR23846;08.04.2023 00:00;12.04.2023;EW2596;1;65;50,,
PNR23847;08.04.2023 00:00;09.04.2023;EW9595;1;250;22,,
PNR23848;08.04.2023 00:00;12.04.2023;EW2588;2;130;121,,
PNR23849;08.04.2023 00:00;08.04.2023;EW9501;1;75;55,,
PNR23850;08.04.2023 00:00;12.04.2023;EW9578;1;40;22,,
PNR23851;08.04.2023 00:00;10.04.2023;EW8592;1;145;22,,
PNR23852;08.04.2023 00:00;12.04.2023;EW9550;3;308;180,,
PNR23853;08.04.2023 00:00;10.04.2023;EW8592;1;145;51,,
PNR23854;08.04.2023 00:00;09.04.2023;EW584;2;150;96,,
PNR23855;08.04.2023 00:00;10.04.2023;EW9593;2;700;82,,
PNR23856;08.04.2023 00:00;09.04.2023;EW2584;1;165;22,,
PNR23857;08.04.2023 00:00;11.04.2023;EW2592;2;190;25,,
PNR23858;08.04.2023 00:00;10.04.2023;EW582;3;266;108,,
PNR23859;08.04.2023 00:00;11.04.2023;EW6892;2;420;52,,
PNR23860;08.04.2023 00:00;08.04.2023;EW593;1;105;22,,
PNR23861;08.04.2023 00:00;09.04.2023;EW7586;1;185;52,,
PNR23862;08.04.2023 00:00;10.04.2023;EW9580;1;75;48,,
PNR23863;08.04.2023 00:00;12.04.2023;EW7515;2;260;26,,
PNR23864;08.04.2023 00:00;11.04.2023;EW598;1;55;51,,
PNR23865;08.04.2023 00:00;09.04.2023;EW9503;2;85;111,,
PNR23866;08.04.2023 00:00;09.04.2023;EW585;1;175;22,,
PNR23867;08.04.2023 00:00;09.04.2023;EW9582;3;238;144,,
PNR23868;08.04.2023 00:00;09.04.2023;EW7515;1;130;54,,
PNR23869;08.04.2023 00:00;12.04.2023;EW7514;1;85;53,,
PNR23870;08.04.2023 00:00;10.04.2023;EW8592;2;290;100,,
PNR23871;08.04.2023 00:00;10.04.2023;EW9579;1;350;65,,
PNR23872;08.04.2023 00:00;08.04.2023;EW2581;1;40;125,,
PNR23873;08.04.2023 00:00;09.04.2023;EW9502;2;190;94,,
PNR23874;08.04.2023 00:00;08.04.2023;EW9580;1;210;22,,
PNR23875;08.04.2023 00:00;08.04.2023;EW591;1;125;65,,
PNR23875;08.04.2023 00:00;10.04.2023;EW592;1;105;65,,
PNR23876;08.04.2023 00:00;11.04.2023;EW2597;1;300;22,,
PNR23877;08.04.2023 00:00;09.04.2023;EW9586;2;135;4,,
PNR23878;08.04.2023 00:00;12.04.2023;EW7588;2;300;132,,
PNR23879;08.04.2023 00:00;09.04.2023;EW586;5;418;243,,
PNR23880;08.04.2023 00:00;12.04.2023;EW9574;3;120;136,,
PNR23881;08.04.2023 00:00;12.04.2023;EW6898;1;290;12,,
PNR23882;08.04.2023 00:00;12.04.2023;EW9585;1;250;41,,
PNR23883;08.04.2023 00:00;12.04.2023;EW7583;1;185;22,,
PNR23884;08.04.2023 00:00;10.04.2023;EW588;1;40;26,,
PNR23885;08.04.2023 00:00;08.04.2023;EW2544;1;95;18,,
PNR23886;08.04.2023 00:00;11.04.2023;EW7591;1;185;50,,
PNR23887;08.04.2023 00:00;09.04.2023;EW7590;2;270;26,,
PNR23888;08.04.2023 00:00;10.04.2023;EW9576;3;169;106,,
PNR23889;08.04.2023 00:00;11.04.2023;EW9586;1;75;50,,
PNR23890;08.04.2023 00:00;08.04.2023;EW8595;1;145;51,,
PNR23891;08.04.2023 00:00;10.04.2023;EW2591;2;500;186,,
PNR23892;08.04.2023 00:00;11.04.2023;EW9580;1;65;41,,
PNR23893;08.04.2023 00:00;12.04.2023;EW581;1;250;50,,
PNR23894;08.04.2023 00:00;12.04.2023;EW9551;1;210;18,,
PNR23895;08.04.2023 00:00;08.04.2023;EW7589;1;130;50,,
PNR23896;08.04.2023 00:00;09.04.2023;EW9500;1;95;18,,
PNR23897;08.04.2023 00:00;09.04.2023;EW2581;4;627;112,,
PNR23898;08.04.2023 00:00;12.04.2023;EW2596;3;225;190,,
PNR23899;08.04.2023 00:00;09.04.2023;EW9578;1;75;10,,
PNR23900;08.04.2023 00:00;11.04.2023;EW580;2;85;103,,
PNR23901;08.04.2023 00:00;09.04.2023;EW7588;4;860;22,,
PNR23902;08.04.2023 00:00;08.04.2023;EW9587;3;406;112,,
PNR23903;08.04.2023 00:00;12.04.2023;EW9575;1;250;50,,
PNR23904;08.04.2023 00:00;11.04.2023;EW6893;1;85;25,,
PNR23905;08.04.2023 00:00;08.04.2023;EW9559;1;165;54,,
PNR23906;08.04.2023 00:00;10.04.2023;EW9542;2;410;112,,
PNR23907;08.04.2023 00:00;12.04.2023;EW7267;1;205;5,,
PNR23908;08.04.2023 00:00;10.04.2023;EW7526;4;576;200,,
PNR23909;08.04.2023 00:00;09.04.2023;EW7526;1;160;54,,
PNR23910;08.04.2023 00:00;09.04.2023;EW9542;3;375;86,,
PNR23911;08.04.2023 00:00;09.04.2023;EW8186;1;205;54,,
PNR23912;08.04.2023 00:00;08.04.2023;EW7266;1;145;54,,
PNR23912;08.04.2023 00:00;12.04.2023;EW7267;1;290;54,,
PNR23913;08.04.2023 00:00;09.04.2023;EW2534;2;270;28,,
PNR23914;08.04.2023 00:00;11.04.2023;EW2931;1;205;23,,
PNR23915;08.04.2023 00:00;10.04.2023;EW252;2;250;48,,
PNR23916;08.04.2023 00:00;11.04.2023;EW260;2;85;70,,
PNR23917;08.04.2023 00:00;09.04.2023;EW8291;1;360;26,,
PNR23918;08.04.2023 00:00;09.04.2023;EW9543;2;129;21,,
PNR23919;08.04.2023 00:00;09.04.2023;EW260;2;190;112,,
PNR23920;08.04.2023 00:00;12.04.2023;EW252;1;125;23,,
PNR23921;08.04.2023 00:00;11.04.2023;EW9554;4;306;200,,
PNR23922;08.04.2023 00:00;12.04.2023;EW2534;1;95;25,,
PNR23923;08.04.2023 00:00;09.04.2023;EW7527;2;600;28,,
PNR23924;08.04.2023 00:00;09.04.2023;EW7527;1;300;44,,
PNR23925;08.04.2023 00:00;09.04.2023;EW7533;2;370;132,,
PNR23926;08.04.2023 00:00;09.04.2023;EW2263;2;170;104,,
PNR23927;08.04.2023 00:00;10.04.2023;EW9539;1;365;80,,
PNR23928;08.04.2023 00:00;12.04.2023;EW2537;3;420;75,,
PNR23929;08.04.2023 00:00;11.04.2023;EW7540;1;105;44,,
PNR23930;08.04.2023 00:00;11.04.2023;EW9445;1;215;34,,
PNR23931;08.04.2023 00:00;09.04.2023;EW8536;1;200;25,,
PNR23932;08.04.2023 00:00;10.04.2023;EW2536;3;574;101,,
PNR23933;08.04.2023 00:00;09.04.2023;EW9442;2;260;25,,
PNR23934;08.04.2023 00:00;09.04.2023;EW9533;4;680;124,,
PNR23935;08.04.2023 00:00;10.04.2023;EW9530;1;130;22,,
PNR23936;08.04.2023 00:00;12.04.2023;EW9518;2;690;118,,
PNR23937;08.04.2023 00:00;11.04.2023;EW7536;1;250;26,,
PNR23938;08.04.2023 00:00;12.04.2023;EW2537;2;280;100,,
PNR23939;08.04.2023 00:00;09.04.2023;EW7521;3;430;203,,
PNR23940;08.04.2023 00:00;09.04.2023;EW9534;1;205;47,,
PNR23941;08.04.2023 00:00;11.04.2023;EW7521;1;255;56,,
PNR23942;08.04.2023 00:00;09.04.2023;EW2530;3;364;168,,
PNR23943;08.04.2023 00:00;12.04.2023;EW9518;1;305;135,,
PNR23944;08.04.2023 00:00;09.04.2023;EW9534;1;205;50,,
PNR23945;08.04.2023 00:00;10.04.2023;EW9534;1;205;50,,
PNR23946;08.04.2023 00:00;09.04.2023;EW9445;2;340;112,,
PNR23947;08.04.2023 00:00;11.04.2023;EW7540;1;105;15,,
PNR23948;08.04.2023 00:00;08.04.2023;EW9531;1;110;53,,
PNR23949;08.04.2023 00:00;12.04.2023;EW9444;1;80;56,,
PNR23950;08.04.2023 00:00;11.04.2023;EW7541;1;200;25,,
PNR23951;08.04.2023 00:00;08.04.2023;EW9441;1;110;26,,
PNR23952;08.04.2023 00:00;09.04.2023;EW9532;2;220;44,,
PNR23953;08.04.2023 00:00;10.04.2023;EW2520;1;125;50,,
PNR23954;08.04.2023 00:00;12.04.2023;EW2536;1;90;50,,
PNR23955;08.04.2023 00:00;09.04.2023;EW527;4;684;114,,
PNR23956;08.04.2023 00:00;08.04.2023;EW7537;1;145;55,,
PNR23957;08.04.2023 00:00;10.04.2023;EW9539;1;365;18,,
PNR23958;08.04.2023 00:00;10.04.2023;EW520;1;170;44,,
PNR23959;08.04.2023 00:00;08.04.2023;EW7537;1;145;2,,
PNR23960;08.04.2023 00:00;11.04.2023;EW858;3;238;97,,
PNR23961;08.04.2023 00:00;11.04.2023;EW9444;1;130;44,,
PNR23962;08.04.2023 00:00;09.04.2023;EW2521;1;125;47,,
PNR23963;08.04.2023 00:00;09.04.2023;EW9532;1;110;22,,
PNR23964;08.04.2023 00:00;09.04.2023;EW2520;1;125;33,,
PNR23965;08.04.2023 00:00;11.04.2023;EW7520;1;215;56,,
PNR23966;08.04.2023 00:00;12.04.2023;EW9538;3;510;150,,
PNR23967;08.04.2023 00:00;09.04.2023;EW9538;6;624;354,,
PNR23968;08.04.2023 00:00;09.04.2023;EW9519;1;255;50,,
PNR23969;08.04.2023 00:00;12.04.2023;EW2536;1;90;23,,
PNR23970;08.04.2023 00:00;12.04.2023;EW2536;1;90;123,,
PNR23971;08.04.2023 00:00;10.04.2023;EW2536;1;205;26,,
PNR23972;08.04.2023 00:00;09.04.2023;EW8537;3;518;114,,
PNR23973;08.04.2023 00:00;09.04.2023;EW9536;1;170;50,,
PNR23974;08.04.2023 00:00;11.04.2023;EW7541;1;230;25,,
PNR23975;08.04.2023 00:00;12.04.2023;EW9534;1;100;50,,
PNR23976;08.04.2023 00:00;10.04.2023;EW9440;2;300;94,,
PNR23977;08.04.2023 00:00;09.04.2023;EW9537;1;245;10,,
PNR23978;08.04.2023 00:00;09.04.2023;EW2586;1;165;36,,
PNR23979;08.04.2023 00:00;10.04.2023;EW9580;1;75;26,,
PNR23980;08.04.2023 00:00;10.04.2023;EW6895;1;85;21,,
PNR23981;08.04.2023 00:00;08.04.2023;EW7584;2;530;100,,
PNR23981;08.04.2023 00:00;10.04.2023;EW7593;2;530;94,,
PNR23982;08.04.2023 00:00;10.04.2023;EW8590;1;145;22,,
PNR23983;08.04.2023 00:00;08.04.2023;EW7584;1;215;50,,
PNR23984;08.04.2023 00:00;09.04.2023;EW583;1;144;41,,
PNR23985;08.04.2023 00:00;09.04.2023;EW2582;1;200;25,,
PNR23985;08.04.2023 00:00;10.04.2023;EW2581;1;250;25,,
PNR23986;08.04.2023 00:00;12.04.2023;EW6893;2;210;77,,
PNR23987;08.04.2023 00:00;10.04.2023;EW2594;1;65;20,,
PNR23988;08.04.2023 00:00;12.04.2023;EW7587;1;150;47,,
PNR23989;08.04.2023 00:00;10.04.2023;EW6893;4;450;138,,
PNR23990;08.04.2023 00:00;12.04.2023;EW7590;3;364;76,,
PNR23991;08.04.2023 00:00;12.04.2023;EW7514;3;255;76,,
PNR23992;08.04.2023 00:00;08.04.2023;EW2586;1;250;21,,
PNR23993;08.04.2023 00:00;11.04.2023;EW6898;1;350;35,,
PNR23994;08.04.2023 00:00;08.04.2023;EW596;3;435;123,,
PNR23995;08.04.2023 00:00;12.04.2023;EW2588;2;130;52,,
PNR23996;08.04.2023 00:00;09.04.2023;EW7580;1;185;72,,
PNR23997;08.04.2023 00:00;08.04.2023;EW593;1;105;47,,
PNR23998;08.04.2023 00:00;09.04.2023;EW580;1;40;23,,
PNR23999;08.04.2023 00:00;10.04.2023;EW2594;2;130;26,,
PNR24000;08.04.2023 00:00;08.04.2023;EW597;1;95;26,,
PNR24001;08.04.2023 00:00;08.04.2023;EW580;2;290;150,,
PNR24002;08.04.2023 00:00;12.04.2023;EW9584;1;40;21,,
PNR24003;08.04.2023 00:00;08.04.2023;EW597;1;95;37,,
PNR24004;08.04.2023 00:00;11.04.2023;EW8370;1;95;40,,
PNR24005;08.04.2023 00:00;10.04.2023;EW242;2;288;79,,
PNR24006;08.04.2023 00:00;09.04.2023;EW9543;2;281;70,,
